Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2020,106103,,Submitted Data,4180  N MARINE DR,60613,1.0,false,UPTOWN,Multifamily Housing,124461,1951,1,,30,3531778.3,9912493.7,,,,123,185.7,127.9,190.8,1077.7,9.9,41.95402016,-87.6620278,POINT (-87.6620278 41.95402016)
2020,255946,,Not Submitted,171 N Aberdeen St,60607,0.0,false,NEAR WEST SIDE,,205000,,,,,,,,,,,,,,,,41.88,-87.6548399,POINT (-87.6548399 41.88)
2020,173751,,Submitted Data,3134 N Clark St,60657,4.0,false,LAKE VIEW,Urgent Care/Clinic/Other Outpatient,93582,1981,1,,,1441546.1,2079189.1,,,,61.1,108,62.6,109.6,335.4,5.8,41.93876814,-87.64971015,POINT (-87.64971015 41.93876814)
2020,254409,Haberdasher Square Lofts,Submitted Data,728 W Jackson Blvd,60661,3.0,false,NEAR WEST SIDE,Multifamily Housing,427614,1927,2,,68,9191661.7,16269487,,,,60.5,101.8,62.8,104.1,2298.7,5.5,41.88189652,-87.64287824,POINT (-87.64287824 41.88189652)
2020,120343,,Submitted Data,5101 5115 N SHERIDAN RD,60640,1.0,false,UPTOWN,Multifamily Housing,209520,1951,1,,19,485554.7,28429847.1,,,,138,149,143.8,155,1585.8,7.6,41.97559119,-87.65456847,POINT (-87.65456847 41.97559119)
2020,251608,Gunsaulus Scholastic Academy -CPS,Submitted Data,4418 S Sacramento,60632,4.0,false,BRIGHTON PARK,K-12 School,106519,1924,1,,61,1259792.6,6993210.1,,,,77.5,102.1,84.2,109.5,568.1,5.3,41.813268,-87.699299,POINT (-87.699299 41.813268)
2020,116462,Senior Suites of South Shore,Submitted Data,2355  E 67TH ST,60649,1.0,false,SOUTH SHORE,Senior Living Community,71586,1998,1,,6,1892216.7,5481899.8,,,,103,154.4,107.3,158.7,586.5,8.2,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226)
2020,102532,Advocate Trinity Hospital,Submitted Data,2320 E 93rd St,60617,3.0,false,CALUMET HEIGHTS,Hospital (General Medical & Surgical),637903,1960,1,,70,27771847.3,55061201.4,,,,225.5,369,231.8,375.8,7258.9,19.8,41.72673518,-87.56695195,POINT (-87.56695195 41.72673518)
2020,173658,212 W Superior St,Submitted Data,210 222 W Superior St,60654,4.0,false,NEAR NORTH SIDE,Office,92454,1920,1,,88,1836113.3,2745060.1,,,,49.6,86.8,51.6,88.9,432.4,4.7,41.89561827,-87.63484054,POINT (-87.63484054 41.89561827)
2020,114316,,Not Submitted,6433  W BELLE PLAINE AVE,60634,0.0,false,DUNNING,,61000,,,,,,,,,,,,,,,,41.94530408,-87.80186746,POINT (-87.80186746 41.94530408)
2020,250133,70800789 -- 47th ~ Damen,Submitted Data,4620 S Damen Ave,60609,2.0,false,NEW CITY,Supermarket/Grocery Store,76290,2003,1,,46,10629292,6398764.1,,,,223.2,478.2,227.8,481.9,1998.8,26.2,41.80988111,-87.67451119,POINT (-87.67451119 41.80988111)
2020,106025,,Not Submitted,640 644 N WABASH AVE,60611,0.0,false,NEAR NORTH SIDE,,85000,,,,,,,,,,,,,,,,41.89579275,-87.62247957,POINT (-87.62247957 41.89579275)
2020,132408,Sheridan Village Nursing and Rehab Center,Not Submitted,5838 N SHERIDAN RD,60660,0.0,false,EDGEWATER,,74737,,,,,,,,,,,,,,,,41.9884026,-87.65567064,POINT (-87.65567064 41.9884026)
2020,251428,"Henson Elementary, Matthew A -CPS",Exempt,1326 S Avers Ave,60623,,true,NORTH LAWNDALE,,64300,,,,,,,,,,,,,,,,41.86377597,-87.72184326,POINT (-87.72184326 41.86377597)
2020,159893,Island Terrace Apartments,Not Submitted,6424 6444 S STONYISLAND AVE,60637,0.0,false,WOODLAWN,,217500,,,,,,,,,,,,,,,,41.77784551,-87.58640642,POINT (-87.58640642 41.77784551)
2020,175276,,Not Submitted,7650  N PAULINA ST,60626,0.0,false,ROGERS PARK,,54096,,,,,,,,,,,,,,,,42.01036185,-87.66829765,POINT (-87.66829765 42.01036185)
2020,256844,,Exempt,1308 N Elston,60642,,true,,,77613,,,,,,,,,,,,,,,,41.89441,-87.659545,POINT (-87.659545 41.89441)
2020,254170,,Submitted Data,6327 N Kenmore Ave,60660,4.0,false,Edgewater,Residence Hall/Dormitory,92000,2013,1,,88,3092122.9,49000,,,,34.1,94.7,35.4,98.1,485.2,5.3,41.99723585,-87.65688616,POINT (-87.65688616 41.99723585)
2020,175113,,Exempt,8039 8045 S MANISTEE AVE,60617,,true,SOUTH CHICAGO,,50388,,,,,,,,,,,,,,,,41.7272413,-87.55513633,POINT (-87.55513633 41.7272413)
2020,229016,,Submitted Data,345-355 N Canal St,60606,3.5,false,NEAR WEST SIDE,Multifamily Housing,175456,1900,1,,53,8099249.1,,,,,46.2,129.3,49.6,139,1264,7.2,41.88806221,-87.63991405,POINT (-87.63991405 41.88806221)
2020,100946,New Englewood Terrace Apartments,Submitted Data,6425 S Lowe,60621,3.5,false,ENGLEWOOD,Multifamily Housing,379680,1966,1,,78,5278967.5,16825191.1,,,,67.9,99.6,71.2,103.2,1717.6,5.3,41.77724863,-87.64053938,POINT (-87.64053938 41.77724863)
2020,117311,,Submitted Data,6130  N SHERIDAN RD,60660,2.0,false,EDGEWATER,Other - Specialty Hospital,80684,2000,1,,,6722300,15511581.9,,,,275.6,435.1,295.7,453,1873,23.2,41.99090057,-87.66660744,POINT (-87.66660744 41.99090057)
2020,158316,Hard Rock Hotel,Submitted Data,230 N Michigan Ave,60601,4.0,false,LOOP,Hotel,304200,1929,1,,64,13455791.9,12933453,,,,88,170.9,92.4,175.5,2787,9.3,41.88660481,-87.62500515,POINT (-87.62500515 41.88660481)
2020,260025,,Submitted Data,4239 N OAKPARK AVE,60634,2.0,false,DUNNING,Senior Living Community,128542,2017,1,,43,4329036.2,6673100.4,,,,85.6,148.8,91.8,154.6,1030.1,8,41.95763212,-87.79758332,POINT (-87.79758332 41.95763212)
2020,103933,,Submitted Data,3161  N CAMBRIDGE AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,62825,1968,1,,92,613559.5,2982787.4,,,,70.8,95.4,73.3,97.9,254.2,5,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,251327,Clifton-Fullerton Hall,Submitted Data,2350 N Clifton Ave,60614,4.0,false,LINCOLN PARK,College/University,92627,2000,1,,,888338.6,4312608.8,,,,56.1,75.7,59.5,79.3,367.7,4,41.92507229,-87.65785615,POINT (-87.65785615 41.92507229)
2020,113548,Astor Terrace,Submitted Data,1450  N ASTOR ST,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,79118,1972,1,,23,3138896.5,2317220.9,,,,80.8,166.1,86.2,177.7,613,9.1,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,100211,,Submitted Data,73 E LAKE ST,60601,3.5,false,LOOP,Multifamily Housing,407921,2014,1,,79,7448258.8,14943968.1,,,,75,122.4,78.3,126.4,1956.2,6.6,41.885241,-87.62546943,POINT (-87.62546943 41.885241)
2020,115956,,Submitted Data,1245  S WOOD ST,60608,4.0,false,NEAR WEST SIDE,Senior Care Community,97974,2001,1,,62,1789286.9,5915199.8,,,,92.1,134.1,96.3,138.2,593.4,7.1,41.84915346,-87.67089596,POINT (-87.67089596 41.84915346)
2020,114861,,Submitted Data,1640  E 50TH ST,60615,3.5,false,KENWOOD,Multifamily Housing,147000,1928,1,,57,1223802.5,11074335.9,,,,83.7,102.4,89.1,108.2,779.2,5.3,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043)
2020,254016,North Park Village Apartments - Building E,Submitted Data,5801 N Pulaski Rd - Bldg E,60646,4.0,false,North Park,Residential Care Facility,55866,1991,1,,,1867145.5,2549815.3,,,,79.1,141.5,84.9,148.4,426.8,7.6,41.9995854,-87.77148,POINT (-87.77148 41.9995854)
2020,141321,,Submitted Data,950  W HURON ST,60642,4.0,false,WEST TOWN,Multifamily Housing,78288,2001,1,,85,1479197.6,2740651.2,,,,53.9,89.7,55.6,91.2,376.4,4.8,41.8999205,-87.65738734,POINT (-87.65738734 41.8999205)
2020,137144,Union Health Service,Submitted Data,1634 W Polk St,60612,4.0,false,NEAR WEST SIDE,Medical Office,117040,1964,1,,91,360349.2,4568865.8,,,,96.7,113.8,102.9,120.4,298.9,5.9,41.8720205,-87.66788149,POINT (-87.66788149 41.8720205)
2020,101686,Harlem-Foster Shopping Center,Submitted Data,7240 W Foster Ave,60656,2.0,false,NORWOOD PARK,Strip Mall,760652,1958,1,,,15064028.2,20220946.8,,,,129,231.8,135.9,239.3,3425.1,12.5,41.974578,-87.808091,POINT (-87.808091 41.974578)
2020,116171,,Submitted Data,4724  S VINCENNES AVE,60615,2.0,false,GRAND BOULEVARD,Multifamily Housing,99300,1908,1,,45,3197378.5,1291929.1,,,,52,119.5,55.4,128.4,567.6,6.6,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043)
2020,175281,,Submitted Data,3740  N PINE GROVE AVE,60613,4.0,false,LAKE VIEW,Multifamily Housing,53000,1915,1,,85,319390.5,2862847.7,,,,60,73.6,63.8,77.5,201.9,3.8,41.95402016,-87.6620278,POINT (-87.6620278 41.95402016)
2020,260118,,Submitted Data,440 442 W BARRY AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,66754,1929,1,,93,689200.1,3399958.7,,,,61.3,82.4,64.3,85.5,288.2,4.3,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,236345,The Private Residences at Ontario Place Condominiu,Submitted Data,10 E Ontario St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,690169,1983,1,,13,38597978.3,8553248.9,,,,96,238.4,98.7,245.1,6478.3,13.2,41.893322,-87.62772,POINT (-87.62772 41.893322)
2020,164283,,Exempt,929 E 103RD ST,60628,,true,PULLMAN,,66700,,,,,,,,,,,,,,,,41.70700381,-87.60042624,POINT (-87.60042624 41.70700381)
2020,251630,St Bride School Building,Not Submitted,7765 S Coles Ave,60649,0.0,false,SOUTH SHORE,,103410,,,,,,,,,,,,,,,,41.75502424,-87.55293307,POINT (-87.55293307 41.75502424)
2020,251209,Burley & 92nd Centre,Submitted Data,9230 S Burley Ave,60617,4.0,false,SOUTH CHICAGO,Senior Living Community,144411,2009,2,,85,4271670.4,5443799.9,,,,67.3,122.4,71,126.3,955.8,6.6,41.72738,-87.545611,POINT (-87.545611 41.72738)
2020,251439,Bennett Elementary -CPS,Submitted Data,10115 S Prairie Ave,60628,4.0,false,ROSELAND,K-12 School,67595,1928,1,,86,734804.1,2680370.1,,,,50.5,72.1,55.3,77.1,257,3.8,41.71035808,-87.61703676,POINT (-87.61703676 41.71035808)
2020,251540,Woods Academy,Exempt,6200 S RACINE,60636,,true,WEST ENGLEWOOD,,80400,,,,,,,,,,,,,,,,41.78133068,-87.65457244,POINT (-87.65457244 41.78133068)
2020,254573,Mercy Family Health Center at Oakwood Shores,Submitted Data,3753 3755 S Cottage Grove Ave,60653,3.5,false,Oakland,Multifamily Housing,73000,2013,1,,56,2632362.6,3509450.4,,,,84.1,151.4,86.9,154.4,597.2,8.2,41.81571174,-87.61826048,POINT (-87.61826048 41.81571174)
2020,251621,Langston Hughes Es -CPS,Submitted Data,226 W 104th St,60628,2.0,false,ROSELAND,K-12 School,100000,2008,1,,12,5266375.1,3028400.2,,,,82.9,179.3,85.9,182.4,982.8,9.8,41.70455455,-87.62936101,POINT (-87.62936101 41.70455455)
2020,159647,The Van der Rohe,Submitted Data,2933 N Sheridan Rd,60657,2.0,false,LAKE VIEW,Multifamily Housing,220300,1952,1,,42,4766082.4,13812799.9,,,,96,143.9,99.8,147.4,1477.5,7.6,41.93522966,-87.63890549,POINT (-87.63890549 41.93522966)
2020,173597,Adlake Limited Partnership,Submitted Data,320 W Ohio St,60654,4.0,false,NEAR NORTH SIDE,Office,81000,1940,1,,85,972831.2,3172084.5,,,,51.2,74.7,55.8,80.1,320.3,4,41.89239794,-87.63645342,POINT (-87.63645342 41.89239794)
2020,251252,The State Parkway CA,Submitted Data,1445 N State Pkwy,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,335000,1959,1,,81,3798183.9,,,,,68.6,95.3,72.2,99,1429,5,41.9091984,-87.62842589,POINT (-87.62842589 41.9091984)
2020,251557,Lavizzo Elementary - CPS,Submitted Data,137 W 108th Pl,60628,2.0,false,ROSELAND,K-12 School,83900,1999,1,,21,3431913,3275729.8,,,,79.9,155.5,83.3,159.4,709.6,8.5,41.697071,-87.626522,POINT (-87.626522 41.697071)
2020,238266,The Fordham Condominium Association,Submitted Data,25 E Superior St,60611,2.0,false,NEAR NORTH SIDE,Multifamily Housing,784181,2003,1,,25,27243858.2,10792066.4,,,,65.5,150.9,68.4,159.1,4825.1,8.3,41.89530417,-87.62727758,POINT (-87.62727758 41.89530417)
2020,157618,,Submitted Data,61 W 15TH ST,60605,2.0,false,NEAR SOUTH SIDE,Multifamily Housing,165000,2000,1,,47,4363886.7,3690419.5,,,,64.4,128.8,66.3,130.5,877.1,7,41.86107878,-87.62996839,POINT (-87.62996839 41.86107878)
2020,251229,,Submitted Data,210 E Pearson,60611,3.5,false,NEAR NORTH SIDE,Multifamily Housing,104142,1926,1,,52,1678536.8,9001918.7,,,,102.6,135.9,108.6,141.6,740.1,7.1,41.89778059,-87.62117844,POINT (-87.62117844 41.89778059)
2020,119419,Haugan Middle (Aspira Charter),Submitted Data,3729 W Leland Ave,60625,1.0,false,ALBANY PARK,K-12 School,123665,2004,1,,17,4162897.4,6525388.2,,,,97.2,168.3,102.5,170.9,996.3,9.1,41.9662297,-87.72181128,POINT (-87.72181128 41.9662297)
2020,101757,IL0000FC - Chicago Federal Ctr,Submitted Data,219 S Dearborn,60604,4.0,false,LOOP,Mixed Use Property,3176860,1975,1,,76,83287237.6,101934238.4,,,,58.3,107.1,60.3,109,18412.8,5.8,41.87881863,-87.62895341,POINT (-87.62895341 41.87881863)
2020,137334,Daily News Condominium Association,Not Submitted,222 S RACINE AVE,60607,0.0,false,NEAR WEST SIDE,,115000,,,,,,,,,,,,,,,,41.87849004,-87.65800787,POINT (-87.65800787 41.87849004)
2020,172396,Greater Bethlehem Healing Temple Apostolic,Not Submitted,12 S Oakley Blvd,60612,0.0,false,NEAR WEST SIDE,,94625,,,,,,,,,,,,,,,,41.88056352,-87.68430275,POINT (-87.68430275 41.88056352)
2020,250150,Reid Murdoch Center,Submitted Data,315 - 331 N LaSalle St,60654,2.5,false,NEAR NORTH SIDE,Office,335281,1912,1,,39,18184141.4,16502599.3,,,,103.5,203.5,106.6,206.8,3714.5,11.1,41.88810068,-87.63181582,POINT (-87.63181582 41.88810068)
2020,251707,Herzl -CPS,Submitted Data,3711 W Douglas Blvd,60623,4.0,false,NORTH LAWNDALE,K-12 School,142911,1914,1,,88,871313.2,7219060.2,,,,56.6,70.1,63,77.4,519.4,3.6,41.862337,-87.71819,POINT (-87.71819 41.862337)
2020,251469,Mahalia Jackson Elementary -CPS,Submitted Data,917 W 88th St,60620,1.0,false,AUBURN GRESHAM,K-12 School,74586,1972,1,,9,5092823.6,,,,,68.3,191.2,71.9,201.3,794.8,10.7,41.73386023,-87.64687304,POINT (-87.64687304 41.73386023)
2020,114515,,Submitted Data,6901 6915 S OGLESBY AVE,60649,4.0,false,SOUTH SHORE,Multifamily Housing,114900,1928,1,,70,862744.5,9666971.9,,,,97.1,115.9,103.7,122.8,648.1,6,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226)
2020,251754,Phillip Murray Elementary Academy -CPS,Submitted Data,5335 S Kenwood Ave,60615,2.5,false,HYDE PARK,K-12 School,73984,1954,1,,39,2151734.8,3291930.2,,,,73.6,128.2,77.2,130.7,510.7,6.9,41.79867799,-87.59280228,POINT (-87.59280228 41.79867799)
2020,255921,,Submitted Data,2535 S Dr Martin Luther King Jr Dr,60616,2.0,false,NEAR SOUTH SIDE,Medical Office,55184,2016,1,,11,6653569.3,,,,,120.6,337.6,127.3,356.3,1038.4,18.8,41.8556942,-87.62849,POINT (-87.62849 41.8556942)
2020,251958,Advocate Trinity - POB,Submitted Data,2301 2315 E 93rd St,60617,1.0,false,CALUMET HEIGHTS,Medical Office,64551,1971,1,,21,3688335.8,1642321.8,,,,103.5,234,106.6,236.5,662.9,12.9,41.7260348,-87.56740315,POINT (-87.56740315 41.7260348)
2020,104278,,Submitted Data,429 431 W ROSCOE ST,60657,1.5,false,LAKE VIEW,Multifamily Housing,55296,1931,1,,39,791870.6,4864909.8,,,,102.3,132.5,108.6,138.8,382,6.9,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,105011,,Submitted Data,5439 5443 N KENMORE AVE,60640,2.5,false,EDGEWATER,Multifamily Housing,52237,1929,1,,59,1868714.9,901013.7,,,,53,118.3,55.5,124.8,339.5,6.5,41.97223008,-87.6645957,POINT (-87.6645957 41.97223008)
2020,113474,,Submitted Data,517 525 N HALSTED ST,60642,3.5,false,WEST TOWN,Multifamily Housing,88776,1935,1,,79,1727239.7,4172741.9,,,,66.5,103.8,68.6,105.3,491.2,5.5,41.8999205,-87.65738734,POINT (-87.65738734 41.8999205)
2020,160342,The Seneca,Submitted Data,200 E Chestnut St,60611,2.0,false,NEAR NORTH SIDE,Multifamily Housing,168457,1922,1,,23,5824865.1,13387160.6,,,,114,180.3,118.5,185,1620.1,9.6,41.89861832,-87.62140976,POINT (-87.62140976 41.89861832)
2020,244311,3750 North Lakeshore Drive,Submitted Data,3750 N Lake Shore Dr,60613,4.0,false,LAKE VIEW,Multifamily Housing,391234,1926,1,,85,5324303.5,22216600.2,,,,70.4,97.7,73.9,101.4,2011,5.1,41.95173082,-87.64536546,POINT (-87.64536546 41.95173082)
2020,160422,Hotel Palomar Chicago,Submitted Data,505 N State St,60654,1.0,false,NEAR NORTH SIDE,Hotel,108228,2010,1,,3,13286383.3,5032219.5,,,,169.3,392.6,175.9,399.5,2340.9,21.6,41.89108975,-87.62752252,POINT (-87.62752252 41.89108975)
2020,254381,Campus Residential North Commons,Submitted Data,5500 S UNIVERSITY AVE,60637,4.0,false,Hyde Park,Residence Hall/Dormitory,419219,2016,1,,78,9838720,16768429.7,,6636785.8,,79.3,122.1,81.1,124.1,2775.9,6.6,41.78040086,-87.60270024,POINT (-87.60270024 41.78040086)
2020,251263,Gold Coast Galleria,Submitted Data,111 W Maple St,60610,,true,NEAR NORTH SIDE,Mixed Use Property,585440,1991,1,,,21700022.5,12115828.4,,,,73.2,159,76.8,166.9,4030.2,8.7,41.901803,-87.632451,POINT (-87.632451 41.901803)
2020,158396,180 North Jefferson Apartments,Submitted Data,180 N Jefferson St,60661,1.5,false,NEAR WEST SIDE,Multifamily Housing,393305,2004,1,,36,8642343.8,13844610.2,,,,98.1,169,101.6,171.3,2084.2,9.1,41.88541488,-87.64306225,POINT (-87.64306225 41.88541488)
2020,101968,30 N Michigan Ave,Submitted Data,30 N Michigan Ave,60602,2.0,false,LOOP,Office,222125,1914,1,,50,11668508,9141352.4,,,,93.7,190.3,99,195.9,2306.6,10.4,41.88298879,-87.62497233,POINT (-87.62497233 41.88298879)
2020,255945,,Submitted Data,1140 S Wabash Ave,60605,2.0,false,LOOP,Multifamily Housing,296760,2017,3,,45,9586355.4,11394769.5,,,,70.7,130.8,72.8,133.6,2101.4,7.1,41.86815,-87.62702,POINT (-87.62702 41.86815)
2020,120503,1040 W Randolph St,Submitted Data,1040 W Randolph St,60607,3.0,false,NEAR WEST SIDE,Office,75060,1932,1,,61,2353017.5,827469,,,,57.3,134.4,61.1,141.5,411.2,7.4,41.884368,-87.653602,POINT (-87.653602 41.884368)
2020,101943,303 W Madison,Submitted Data,303 W Madison St,60606,4.0,false,LOOP,Office,353439,1987,1,,75,17374617.2,,,,,50.3,140.8,51.5,144.3,2711.6,7.8,41.88191292,-87.63561095,POINT (-87.63561095 41.88191292)
2020,105302,Drexel Square,Not Submitted,810  E HYDE PARK BLVD,60615,0.0,false,KENWOOD,,76470,,,,,,,,,,,,,,,,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043)
2020,104374,,Not Submitted,6000  N SHERIDAN RD,60660,0.0,false,EDGEWATER,,55686,,,,,,,,,,,,,,,,41.99090057,-87.66660744,POINT (-87.66660744 41.99090057)
2020,251520,"Palmer Elementary, John M -CPS",Submitted Data,5501 N Kenneth Ave,60630,3.0,false,ALBANY PARK,K-12 School,91342,1925,1,,46,1794666.6,5696250.1,,,,82,120.5,91.1,130,582.6,6.4,41.968167,-87.739169,POINT (-87.739169 41.968167)
2020,130162,Freehand Hotel,Submitted Data,19 E OHIO ST,60611,4.0,false,NEAR NORTH SIDE,Hotel,73250,1927,1,,89,2443319,3877321.9,,,,86.3,149,90.1,155.1,587.3,8,41.89235352,-87.62732985,POINT (-87.62732985 41.89235352)
2020,252080,,Submitted Data,400 W Ontario St,60654,3.5,false,NEAR NORTH SIDE,Multifamily Housing,227267,1999,1,,75,4366271.5,9332803.7,,,,60.3,96.9,62.1,97.9,1177.2,5.2,41.89336089,-87.63899223,POINT (-87.63899223 41.89336089)
2020,251370,West Ridge Es -CPS,Submitted Data,6700 N Whipple St,60645,4.0,false,WEST RIDGE,K-12 School,100107,2010,1,,66,2867250,1743930,,,,46.1,98.5,49,101.5,540.1,5.4,42.00273551,-87.70628626,POINT (-87.70628626 42.00273551)
2020,158387,Chicago Mag Mile Courtyard,Submitted Data,165 E Ontario St,60611,4.0,false,NEAR NORTH SIDE,Hotel,356929,2003,1,,92,5683680.6,16657397.5,,,,77.9,116.4,80.4,119.1,1771.8,6.2,41.89313049,-87.62306158,POINT (-87.62306158 41.89313049)
2020,228537,201 E Chestnut St,Submitted Data,201 E Chestnut St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,224710,1966,1,,24,9007806.2,3704578.1,,,,63.1,144.5,66.2,150.9,1602.6,8,41.89810086,-87.62158078,POINT (-87.62158078 41.89810086)
2020,101840,Northwestern University Chicago Campus,Submitted Data,710 N Lakeshore Dr,60611,1.0,false,NEAR NORTH SIDE,College/University,236060,1939,1,,,17126215,26023479.3,,,,182.8,318.9,188.2,324.6,4055.1,17.2,41.89534174,-87.61664801,POINT (-87.61664801 41.89534174)
2020,256656,,Not Submitted,2600 North Kedzie Ave,,0.0,false,,,50000,,,,,,,,,,,,,,,,41.88425,-87.63245,POINT (-87.63245 41.88425)
2020,255092,Schiff Residences,Submitted Data,1244 North Clybourn,60610,4.0,false,Near North Side,Multifamily Housing,64000,2007,1,,83,1647931.1,2450652.8,,,,64,112.3,66.1,114.7,387.4,6.1,41.9040549,-87.6312808,POINT (-87.6312808 41.9040549)
2020,250059,311 City Services,Submitted Data,2111 W Lexington St,60612,1.0,false,NEAR WEST SIDE,Office,59000,1990,1,,17,5213835.2,2775613.4,,,,135.4,296.8,139.3,300.9,961.1,16.3,41.8722729,-87.68061985,POINT (-87.68061985 41.8722729)
2020,255005,Luxe on Chicago,Submitted Data,1838 W CHICAGO AVE,60622,4.0,false,West Town,Multifamily Housing,75992,2016,6,,74,2065667.6,1033726.9,,,,44.5,98.6,44.5,98.6,377.3,5.4,41.89605966,-87.67312501,POINT (-87.67312501 41.89605966)
2020,101912,550 W Washington,Submitted Data,550 W Washington,60661,4.0,false,NEAR WEST SIDE,Office,400492,2000,1,,85,16395874.7,,,,,41.8,117,43.4,121.5,2558.9,6.5,41.88353377,-87.6416697,POINT (-87.6416697 41.88353377)
2020,117599,Keller Center,Submitted Data,1307  E 60TH ST,60637,4.0,false,WOODLAWN,College/University,121453,1963,2,,,1877050.4,,3574836.2,2567879.8,,66,97.9,65.5,98.2,665.6,5.5,41.78046327,-87.6053081,POINT (-87.6053081 41.78046327)
2020,173495,Saint Juliana School,Submitted Data,7400 W Touhy,60631,3.0,false,EDISON PARK,Other,113580,1927,4,,,1213322.1,7123897.5,,,,73.4,95.8,83.8,106.7,567.7,5,42.011611,-87.811524,POINT (-87.811524 42.011611)
2020,256732,Oriole Park Elementary School,Submitted Data,5424 N Oketo Avenue,60656,2.0,false,,K-12 School,76476,1943,1,,49,1779791.6,3750309.6,,,,72.3,116.7,79,123.6,477,6.2,41.975525,-87.8018,POINT (-87.8018 41.975525)
2020,175516,,Submitted Data,2617 2625 W GUNNISON ST,60625,1.0,false,LINCOLN SQUARE,Multifamily Housing,97383,1940,1,,23,574881.1,9028184.5,,,,98.6,113.9,110.1,125.7,569.3,5.8,41.97208235,-87.70234945,POINT (-87.70234945 41.97208235)
2020,250131,Yards Burlington,Submitted Data,4510 S Damen Ave,60609,3.5,false,NEW CITY,Retail Store,74536,1990,1,,53,2577366.9,2794777.4,,,,72.1,136.2,76.1,140.5,550.7,7.4,41.80943319,-87.67500217,POINT (-87.67500217 41.80943319)
2020,138730,Grand Blvd Plaza,Submitted Data,5401 S WENTWORTH AVE,60609,3.0,false,FULLER PARK,Strip Mall,138730,1975,1,,,6245386.4,5872823.7,,,,87.4,170.5,87.9,172,1286.6,9.3,41.79622465,-87.63030493,POINT (-87.63030493 41.79622465)
2020,255006,Wells Place,Submitted Data,839 S WELLS ST,60607,4.0,false,Loop,Multifamily Housing,140408,2016,1,,95,1733725.9,3729510,,,,51.9,83.3,55.1,86.5,468.7,4.5,41.87158408,-87.63349656,POINT (-87.63349656 41.87158408)
2020,251351,Owens -CPS,Not Submitted,11445 S State St,60628,0.0,false,ROSELAND,,75744,,,,,,,,,,,,,,,,41.68572209,-87.62254397,POINT (-87.62254397 41.68572209)
2020,256857,,Not Submitted,3426 N Elaine Place,60657,,true,,,294973,,,,,,,,,,,,,,,,41.939695,-87.66901,POINT (-87.66901 41.939695)
2020,251257,Reside on Surf,Submitted Data,425 W Surf St,60657,3.5,false,LAKE VIEW,Multifamily Housing,119250,1924,1,,77,1790450.4,7547936.7,,,,78.3,108.5,82.4,111.8,680.3,5.7,41.93389289,-87.64036209,POINT (-87.64036209 41.93389289)
2020,251328,John T. Richardson Library,Submitted Data,2350 N Kenmore Ave,60614,4.0,false,LINCOLN PARK,College/University,187000,1990,1,,,4766489.8,6066000.9,,,,57.9,105.4,60.8,108.4,1066.1,5.7,41.92500528,-87.65543416,POINT (-87.65543416 41.92500528)
2020,113569,,Submitted Data,1310  N RITCHIE CT,60610,1.5,false,NEAR NORTH SIDE,Multifamily Housing,198780,1963,1,,40,4421928.1,14043557.9,,,,101.6,149.3,107.4,155.6,1436,7.9,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,252265,Whitmore Apartments,Submitted Data,421 S Central Ave,60644,4.0,false,AUSTIN,Multifamily Housing,68783,2000,3,,96,490103.9,3211905.6,,,,53.8,69,56.9,72.2,247.1,3.6,41.88764355,-87.76514926,POINT (-87.76514926 41.88764355)
2020,174164,,Submitted Data,1380  E HYDE PARK BLVD,60615,2.0,false,KENWOOD,Multifamily Housing,160000,1934,1,,44,5943936.5,3180497.4,,,,57,124.9,59.4,131,1096.6,6.9,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043)
2020,254114,Town Hall,Submitted Data,3600 N Halsted St,60613,3.0,false,Lake View,Multifamily Housing,92072,2014,1,,50,2420053.4,3629789.8,,,,65.7,115,68,117.4,570.5,6.2,41.9474017,-87.64964,POINT (-87.64964 41.9474017)
