COMMUNITY AREA NAME,CENSUS BLOCK,BUILDING TYPE,BUILDING_SUBTYPE,KWH JANUARY 2010,KWH FEBRUARY 2010,KWH MARCH 2010,KWH APRIL 2010,KWH MAY 2010,KWH JUNE 2010,KWH JULY 2010,KWH AUGUST 2010,KWH SEPTEMBER 2010,KWH OCTOBER 2010,KWH NOVEMBER 2010,KWH DECEMBER 2010,TOTAL KWH,ELECTRICITY ACCOUNTS,ZERO KWH ACCOUNTS,THERM JANUARY 2010,THERM FEBRUARY 2010,THERM MARCH 2010,TERM APRIL 2010,THERM MAY 2010,THERM JUNE 2010,THERM JULY 2010,THERM AUGUST 2010,THERM SEPTEMBER 2010,THERM OCTOBER 2010,THERM NOVEMBER 2010,THERM DECEMBER 2010,TOTAL THERMS,GAS ACCOUNTS,KWH TOTAL SQFT,THERMS TOTAL SQFT,KWH MEAN 2010,KWH STANDARD DEVIATION 2010,KWH MINIMUM 2010,KWH 1ST QUARTILE 2010,KWH 2ND QUARTILE 2010,KWH 3RD QUARTILE 2010,KWH MAXIMUM 2010,KWH SQFT MEAN 2010,KWH SQFT STANDARD DEVIATION 2010,KWH SQFT MINIMUM 2010,KWH SQFT 1ST QUARTILE 2010,KWH SQFT 2ND QUARTILE 2010,KWH SQFT 3RD QUARTILE 2010,KWH SQFT MAXIMUM 2010,THERM MEAN 2010,THERM STANDARD DEVIATION 2010,THERM MINIMUM 2010,THERM 1ST QUARTILE 2010,THERM 2ND QUARTILE 2010,THERM 3RD QUARTILE 2010,THERM MAXIMUM 2010,THERMS SQFT MEAN 2010,THERMS SQFT STANDARD DEVIATION 2010,THERMS SQFT MINIMUM 2010,THERMS SQFT 1ST QUARTILE 2010,THERMS SQFT 2ND QUARTILE 2010,THERMS SQFT 3RD QUARTILE 2010,THERMS SQFT MAXIMUM 2010,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,OCCUPIED UNITS PERCENTAGE,RENTER-OCCUPIED HOUSING UNITS,RENTER-OCCUPIED HOUSING PERCENTAGE,OCCUPIED HOUSING UNITS
Archer Heights,170315703004013.0,Residential,Multi < 7,1930.0,1497.0,1094.0,1960.0,2032.0,3071.0,4302.0,3535.0,2122.0,2943.0,2327.0,2675.0,29488.0,7,2,1239.0,1054.0,762.0,484.0,316.0,194.0,197.0,152.0,182.0,229.0,472.0,1076.0,6357.0,7,7769.0,7769.0,9829.33,3174.92,6279.0,6279.0,10813.0,12396.0,12396.0,2589.67,944.1,1804.0,1804.0,2328.0,3637.0,3637.0,2119.0,436.66,1643.0,1643.0,2213.0,2501.0,2501.0,2589.67,944.1,1804.0,1804.0,2328.0,3637.0,3637.0,92.0,28.0,1.67,45.0,3.68,25.0,0.8929,7.0,0.28,25.0
Archer Heights,170315703004013.0,Residential,Single Family,10655.0,8100.0,4942.0,10066.0,10862.0,14817.0,19750.0,18365.0,12383.0,8097.0,11319.0,13966.0,143322.0,21,0,5007.0,4257.0,3074.0,1762.0,1006.0,550.0,486.0,446.0,433.0,589.0,1573.0,3974.0,23157.0,20,20101.0,20101.0,8430.71,3790.92,1858.0,6129.0,7400.0,10742.0,17947.0,1182.41,458.63,857.0,857.0,1018.0,1264.0,2358.0,1362.18,457.97,727.0,1042.0,1257.0,1708.0,2234.0,1182.41,458.63,857.0,857.0,1018.0,1264.0,2358.0,92.0,28.0,1.24,74.82,3.68,25.0,0.8929,7.0,0.28,25.0
Archer Heights,170315703004014.0,Residential,Multi < 7,3839.0,2703.0,1977.0,3616.0,4867.0,6755.0,6178.0,6007.0,3969.0,3297.0,4101.0,3047.0,50356.0,8,0,1856.0,1546.0,1077.0,623.0,376.0,216.0,220.0,211.0,181.0,246.0,510.0,1368.0,8430.0,8,9531.0,9531.0,12589.0,5068.7,7099.0,8769.0,12143.0,16409.0,18971.0,2382.75,295.99,2016.0,2182.0,2389.5,2583.5,2736.0,2107.5,155.59,1927.0,2000.5,2099.5,2214.5,2304.0,2382.75,295.99,2016.0,2182.0,2389.5,2583.5,2736.0,111.0,32.0,2.0,85.5,3.7,30.0,0.9375,13.0,0.433,30.0
Archer Heights,170315703004014.0,Residential,Single Family,5604.0,4883.0,3999.0,5351.0,5975.0,8592.0,13304.0,12696.0,8032.0,7072.0,9728.0,9570.0,94806.0,12,4,4583.0,3876.0,2773.0,1554.0,998.0,491.0,456.0,368.0,369.0,538.0,1361.0,3499.0,20866.0,16,14659.0,18125.0,8618.73,5199.3,2281.0,4250.0,6824.0,14207.0,18727.0,1332.64,384.74,933.0,1050.0,1275.0,1374.0,2160.0,1490.43,352.3,866.0,1286.0,1525.0,1610.0,2089.0,1294.64,362.54,912.0,1050.0,1215.5,1374.0,2160.0,111.0,32.0,1.07,71.79,3.7,30.0,0.9375,13.0,0.433,30.0
Archer Heights,170315703004015.0,Residential,Multi < 7,6299.0,5819.0,12819.0,7743.0,5742.0,8050.0,10238.0,9555.0,6112.0,4005.0,10058.0,14999.0,101439.0,10,6,1689.0,1461.0,1101.0,699.0,488.0,306.0,299.0,262.0,292.0,323.0,613.0,1465.0,8998.0,11,11882.0,11882.0,20287.8,16677.44,3665.0,12821.0,16950.0,19980.0,48023.0,2376.4,156.27,2266.0,2266.0,2266.0,2486.0,2598.0,1799.6,716.09,901.0,1205.0,2026.0,2298.0,2568.0,2376.4,156.27,2266.0,2266.0,2266.0,2486.0,2598.0,94.0,35.0,2.0,80.6,3.03,31.0,0.8856,17.0,0.5479,31.0
Archer Heights,170315703004015.0,Residential,Single Family,6538.0,5782.0,3558.0,7456.0,7206.0,10153.0,14226.0,13755.0,9615.0,5723.0,7010.0,8242.0,99264.0,19,2,4480.0,3768.0,2759.0,1561.0,988.0,389.0,360.0,297.0,300.0,480.0,1493.0,3758.0,20633.0,18,17841.0,19191.0,7635.69,4585.07,770.0,4306.0,6919.0,12526.0,14301.0,1372.38,516.63,864.0,1068.0,1197.0,1293.0,2246.0,1473.79,714.94,41.0,1205.0,1554.0,1714.0,2780.0,1370.79,496.4,864.0,1068.0,1237.5,1350.0,2246.0,94.0,35.0,1.29,77.86,3.03,31.0,0.8856,17.0,0.5479,31.0
Archer Heights,170315703004016.0,Residential,Multi < 7,,,,,,,,,,,,,,,3,339.0,283.0,215.0,122.0,88.0,40.0,38.0,30.0,32.0,50.0,115.0,220.0,1572.0,Less than 4,,2532.0,,,,,,,,,,,,,,,1572.0,,1572.0,1572.0,1572.0,1572.0,1572.0,2532.0,,2532.0,2532.0,2532.0,2532.0,2532.0,60.0,29.0,2.0,80.0,2.73,22.0,0.7585,3.0,0.136,22.0
Archer Heights,170315703004016.0,Residential,Single Family,9291.0,9298.0,7273.0,9146.0,8918.0,12943.0,19267.0,15842.0,11135.0,6700.0,12529.0,15599.0,137941.0,25,3,4590.0,3957.0,2679.0,1470.0,1061.0,493.0,480.0,440.0,378.0,631.0,1328.0,3748.0,21255.0,22,22192.0,20375.0,7260.05,4001.18,1539.0,3836.0,6826.0,10920.0,15858.0,1168.0,406.79,774.0,912.0,1043.0,1296.0,2154.0,1250.29,411.46,209.0,1114.0,1320.0,1474.0,1810.0,1198.53,417.73,792.0,944.0,1080.0,1296.0,2154.0,60.0,29.0,1.37,74.26,2.73,22.0,0.7585,3.0,0.136,22.0
Archer Heights,170315703004017.0,Residential,Multi < 7,7341.0,6874.0,4707.0,6412.0,5967.0,8870.0,11211.0,11705.0,7689.0,6772.0,7331.0,8482.0,93361.0,18,12,4187.0,3666.0,2710.0,1529.0,949.0,544.0,627.0,491.0,453.0,563.0,1186.0,3388.0,20293.0,23,19856.0,23598.0,11670.13,6319.87,977.0,6442.5,13796.5,16657.0,18592.0,2482.0,424.68,1890.0,2138.0,2573.0,2699.5,3145.0,2254.78,545.79,1692.0,1796.0,2294.0,2428.0,3453.0,2622.0,578.11,1890.0,2386.0,2578.0,2727.0,3742.0,164.0,45.0,1.89,66.44,3.81,43.0,0.9556,25.0,0.581,43.0
Archer Heights,170315703004017.0,Residential,Single Family,5093.0,4662.0,3970.0,7341.0,6996.0,10253.0,16008.0,13502.0,9109.0,4210.0,7434.0,9151.0,97729.0,18,2,3695.0,3312.0,2316.0,1396.0,889.0,521.0,504.0,504.0,437.0,596.0,1205.0,2816.0,18191.0,18,14917.0,15810.0,9772.9,5128.36,797.0,6508.0,9689.0,14093.0,16835.0,1491.7,697.8,504.0,912.0,1562.5,2084.0,2348.0,1653.73,708.47,305.0,1144.0,1587.0,2299.0,2523.0,1437.27,686.16,504.0,893.0,1041.0,2084.0,2348.0,164.0,45.0,1.55,74.73,3.81,43.0,0.9556,25.0,0.581,43.0
Archer Heights,170315703004025.0,Residential,Multi < 7,4452.0,5264.0,4881.0,6612.0,5316.0,6608.0,9475.0,9531.0,6064.0,4536.0,5622.0,7994.0,76355.0,16,3,11826.0,9161.0,6410.0,1727.0,1354.0,680.0,579.0,525.0,600.0,1062.0,4860.0,9179.0,47963.0,19,17010.0,17010.0,8483.89,3513.71,2928.0,6135.0,9440.0,10343.0,12906.0,1890.0,523.98,988.0,1968.0,2088.0,2282.0,2282.0,5329.22,10557.79,896.0,1792.0,1834.0,2185.0,33432.0,1890.0,523.98,988.0,1968.0,2088.0,2282.0,2282.0,42.0,13.0,1.67,73.56,3.15,13.0,1.0,2.0,0.154,13.0
Archer Heights,170315703004018.0,Commercial,Multi < 7,1024.0,679.0,488.0,833.0,1230.0,1377.0,2103.0,1554.0,986.0,444.0,1445.0,1627.0,13790.0,Less than 4,0,526.0,450.0,316.0,186.0,102.0,69.0,77.0,65.0,63.0,74.0,155.0,413.0,2496.0,Less than 4,1944.0,1944.0,13790.0,,13790.0,13790.0,13790.0,13790.0,13790.0,1944.0,,1944.0,1944.0,1944.0,1944.0,1944.0,2496.0,,2496.0,2496.0,2496.0,2496.0,2496.0,1944.0,,1944.0,1944.0,1944.0,1944.0,1944.0,93.0,30.0,2.0,82.0,3.72,25.0,0.8332,13.0,0.52,25.0
Archer Heights,170315703004018.0,Residential,Multi < 7,2731.0,2058.0,1341.0,2707.0,2763.0,3847.0,5688.0,5019.0,3207.0,2637.0,3049.0,4023.0,39070.0,8,7,2504.0,2372.0,1514.0,883.0,538.0,259.0,247.0,236.0,180.0,318.0,717.0,1973.0,11741.0,13,8364.0,12511.0,9767.5,2627.3,5875.0,8218.0,10814.0,11317.0,11567.0,2091.0,226.0,1944.0,1970.0,1996.0,2212.0,2428.0,1956.83,638.5,825.0,1615.0,2181.0,2387.0,2552.0,2085.17,175.29,1944.0,1996.0,2034.5,2074.0,2428.0,93.0,30.0,1.67,63.83,3.72,25.0,0.8332,13.0,0.52,25.0
Archer Heights,170315703004018.0,Residential,Single Family,4032.0,3466.0,2205.0,4313.0,5282.0,8040.0,11664.0,11132.0,7192.0,3486.0,4502.0,5250.0,70564.0,12,1,2238.0,2257.0,1395.0,757.0,452.0,286.0,278.0,260.0,218.0,297.0,578.0,1874.0,10890.0,12,12380.0,13535.0,7056.4,4205.4,1035.0,4395.0,7106.5,9143.0,14900.0,1238.0,408.3,897.0,1091.0,1174.0,1196.0,2358.0,990.0,357.24,496.0,636.0,1011.0,1212.0,1508.0,1230.45,388.16,897.0,1091.0,1155.0,1196.0,2358.0,93.0,30.0,1.36,56.64,3.72,25.0,0.8332,13.0,0.52,25.0
Archer Heights,170315703004020.0,Residential,Multi < 7,1703.0,3101.0,1495.0,3132.0,3243.0,5024.0,6799.0,5716.0,3736.0,2080.0,2682.0,3275.0,41986.0,6,2,997.0,802.0,543.0,385.0,245.0,127.0,117.0,107.0,108.0,120.0,325.0,778.0,4654.0,5,7989.0,5001.0,13995.33,2717.44,12028.0,12028.0,12862.0,17096.0,17096.0,2663.0,282.36,2478.0,2478.0,2523.0,2988.0,2988.0,2327.0,517.6,1961.0,1961.0,2327.0,2693.0,2693.0,2500.5,31.82,2478.0,2478.0,2500.5,2523.0,2523.0,94.0,27.0,2.0,55.0,3.62,26.0,0.963,11.0,0.423,26.0
Archer Heights,170315703004020.0,Residential,Single Family,6171.0,6092.0,3918.0,7586.0,7653.0,11579.0,19138.0,17332.0,11893.0,6957.0,7718.0,9333.0,115370.0,17,2,4355.0,3767.0,2892.0,1469.0,966.0,453.0,516.0,381.0,400.0,570.0,1308.0,3361.0,20438.0,18,15643.0,15643.0,8874.62,5161.05,2301.0,5784.0,8157.0,11248.0,21454.0,1203.31,541.08,736.0,864.0,964.0,1332.0,2512.0,1572.15,508.02,803.0,1257.0,1476.0,1625.0,2582.0,1203.31,541.08,736.0,864.0,964.0,1332.0,2512.0,94.0,27.0,1.54,78.46,3.62,26.0,0.963,11.0,0.423,26.0
Archer Heights,170315703004021.0,Residential,Multi < 7,2922.0,1577.0,1442.0,2031.0,2233.0,3681.0,4903.0,4814.0,3006.0,1882.0,2811.0,3917.0,35219.0,10,10,3142.0,2626.0,1910.0,1127.0,593.0,294.0,249.0,310.0,266.0,444.0,1076.0,2623.0,14660.0,16,12818.0,14794.0,5869.83,5254.25,1405.0,1980.0,4089.5,8564.0,15091.0,2136.33,400.42,1916.0,1916.0,1916.0,2246.0,2908.0,2094.29,344.22,1563.0,1664.0,2189.0,2312.0,2475.0,2113.43,370.52,1916.0,1916.0,1916.0,2246.0,2908.0,102.0,29.0,2.0,87.86,3.52,29.0,1.0,16.0,0.552,29.0
Archer Heights,170315703004021.0,Residential,Single Family,6974.0,5910.0,3949.0,5663.0,4926.0,7602.0,11090.0,10059.0,7182.0,3895.0,6730.0,9261.0,83241.0,13,1,2568.0,2137.0,1522.0,957.0,580.0,333.0,289.0,235.0,283.0,398.0,762.0,1963.0,12027.0,12,11790.0,11790.0,10405.13,5789.65,4892.0,6877.0,9369.0,11194.5,23468.0,1473.75,523.5,912.0,1064.0,1251.0,2035.5,2177.0,1503.38,365.9,1088.0,1217.5,1355.0,1911.5,1971.0,1473.75,523.5,912.0,1064.0,1251.0,2035.5,2177.0,102.0,29.0,1.38,74.63,3.52,29.0,1.0,16.0,0.552,29.0
Archer Heights,170315703004022.0,Commercial,Commercial,7788.0,7917.0,6946.0,10840.0,11100.0,13029.0,13404.0,15482.0,10202.0,8925.0,9057.0,9146.0,123836.0,Less than 4,2,2389.0,2461.0,1100.0,742.0,956.0,658.0,782.0,725.0,733.0,693.0,881.0,1713.0,13833.0,4,5542.0,11505.0,61918.0,83531.94,2852.0,2852.0,61918.0,120984.0,120984.0,2771.0,465.28,2442.0,2442.0,2771.0,3100.0,3100.0,3458.25,5582.3,496.0,580.5,754.0,6336.0,11829.0,2876.25,302.26,2442.0,2671.0,2981.5,3081.5,3100.0,56.0,20.0,1.0,34.25,2.95,19.0,0.95,4.0,0.211,19.0
Archer Heights,170315703004022.0,Residential,Multi < 7,639.0,605.0,411.0,773.0,822.0,1102.0,1853.0,1971.0,853.0,1614.0,1840.0,1930.0,14413.0,Less than 4,1,859.0,693.0,530.0,326.0,314.0,91.0,90.0,79.0,87.0,131.0,252.0,628.0,4080.0,4,4019.0,4019.0,7206.5,4028.39,4358.0,4358.0,7206.5,10055.0,10055.0,2009.5,976.51,1319.0,1319.0,2009.5,2700.0,2700.0,2040.0,842.87,1444.0,1444.0,2040.0,2636.0,2636.0,2009.5,976.51,1319.0,1319.0,2009.5,2700.0,2700.0,56.0,20.0,1.5,65.0,2.95,19.0,0.95,4.0,0.211,19.0
Archer Heights,170315703004022.0,Residential,Single Family,8178.0,5086.0,4137.0,7596.0,7388.0,11201.0,15533.0,10725.0,5590.0,4672.0,7467.0,9127.0,96700.0,13,0,3321.0,2712.0,1965.0,1101.0,722.0,339.0,309.0,293.0,280.0,443.0,1061.0,2492.0,15038.0,12,15589.0,14370.0,7438.46,3538.13,2665.0,4521.0,7537.0,9529.0,15564.0,1199.15,359.1,812.0,920.0,1219.0,1259.0,2216.0,1253.17,298.57,725.0,1077.0,1280.5,1438.5,1738.0,1197.5,375.02,812.0,916.0,1202.0,1288.0,2216.0,56.0,20.0,1.0,61.31,2.95,19.0,0.95,4.0,0.211,19.0
Archer Heights,170315703004023.0,Residential,Multi < 7,2058.0,1551.0,983.0,2166.0,2845.0,3533.0,4925.0,2770.0,1566.0,1860.0,1756.0,2632.0,28645.0,5,3,1324.0,1174.0,786.0,492.0,330.0,208.0,216.0,170.0,157.0,208.0,403.0,1080.0,6548.0,8,7511.0,7511.0,9548.33,6412.62,2570.0,2570.0,10893.0,15182.0,15182.0,2503.67,1534.59,811.0,811.0,2896.0,3804.0,3804.0,2182.67,407.89,1712.0,1712.0,2403.0,2433.0,2433.0,2503.67,1534.59,811.0,811.0,2896.0,3804.0,3804.0,105.0,29.0,2.0,93.0,4.04,26.0,0.8966,13.0,0.5,26.0
Archer Heights,170315703004023.0,Residential,Single Family,6722.0,5195.0,5107.0,8509.0,8527.0,12785.0,17982.0,12890.0,11779.0,7000.0,8694.0,10287.0,115477.0,20,2,5209.0,4642.0,3129.0,1893.0,1147.0,584.0,608.0,509.0,567.0,780.0,1765.0,4095.0,24928.0,21,19895.0,19895.0,7217.31,4750.74,859.0,3016.0,7752.5,10318.5,17660.0,1243.44,382.31,563.0,1087.5,1169.0,1257.5,2069.0,1558.0,495.58,448.0,1241.5,1596.5,1862.5,2399.0,1243.44,382.31,563.0,1087.5,1169.0,1257.5,2069.0,105.0,29.0,1.13,62.81,4.04,26.0,0.8966,13.0,0.5,26.0
Archer Heights,170315703004024.0,Residential,Single Family,13227.0,6139.0,4527.0,9916.0,13860.0,19163.0,24947.0,21248.0,7830.0,7580.0,7957.0,11039.0,147433.0,17,2,4871.0,4058.0,2926.0,1658.0,1088.0,601.0,604.0,555.0,476.0,653.0,1500.0,3599.0,22589.0,19,19574.0,21396.0,9214.56,4053.38,3358.0,5594.5,8839.5,12534.0,16073.0,1223.38,699.71,852.0,898.0,992.0,1380.5,3720.0,1254.94,321.18,705.0,1086.0,1232.0,1381.0,2193.0,1188.67,664.98,852.0,898.0,951.5,1367.0,3720.0,87.0,19.0,1.0,53.56,4.58,19.0,1.0,3.0,0.158,19.0
Archer Heights,170315703004025.0,Residential,Single Family,4047.0,4139.0,5965.0,4931.0,4199.0,5948.0,8913.0,9084.0,5098.0,3390.0,5199.0,7918.0,68831.0,8,0,1999.0,1567.0,1144.0,658.0,384.0,210.0,209.0,203.0,179.0,244.0,493.0,1509.0,8799.0,8,9252.0,9252.0,9833.0,5728.02,3371.0,5842.0,9084.0,10443.0,21496.0,1321.71,935.42,888.0,897.0,1004.0,1128.0,3434.0,1257.0,521.6,802.0,1070.0,1130.0,1145.0,2408.0,1321.71,935.42,888.0,897.0,1004.0,1128.0,3434.0,42.0,13.0,1.14,49.57,3.15,13.0,1.0,2.0,0.154,13.0
Archer Heights,170315703004026.0,Residential,Multi < 7,445.0,198.0,142.0,671.0,693.0,1223.0,1477.0,1589.0,375.0,449.0,500.0,1135.0,8897.0,Less than 4,0,531.0,455.0,329.0,251.0,144.0,70.0,68.0,69.0,72.0,81.0,154.0,351.0,2575.0,Less than 4,2448.0,2448.0,8897.0,,8897.0,8897.0,8897.0,8897.0,8897.0,2448.0,,2448.0,2448.0,2448.0,2448.0,2448.0,2575.0,,2575.0,2575.0,2575.0,2575.0,2575.0,2448.0,,2448.0,2448.0,2448.0,2448.0,2448.0,55.0,18.0,2.0,50.0,3.44,16.0,0.8889,2.0,0.125,16.0
Archer Heights,170315703004026.0,Residential,Single Family,11199.0,6051.0,4133.0,10572.0,11870.0,18595.0,22732.0,20275.0,6700.0,6133.0,9471.0,13950.0,141681.0,16,0,3392.0,3048.0,2207.0,1278.0,768.0,434.0,401.0,387.0,353.0,510.0,931.0,2419.0,16128.0,15,14660.0,14660.0,9445.4,3936.86,2284.0,6339.0,8696.0,12861.0,16809.0,977.33,288.59,784.0,814.0,897.0,960.0,1932.0,1075.2,273.79,783.0,898.0,1007.0,1153.0,1859.0,977.33,288.59,784.0,814.0,897.0,960.0,1932.0,55.0,18.0,1.07,61.73,3.44,16.0,0.8889,2.0,0.125,16.0
Archer Heights,170315703004027.0,Residential,Multi < 7,7030.0,4065.0,3023.0,6979.0,8875.0,10621.0,15269.0,13489.0,7209.0,6089.0,6750.0,8207.0,97606.0,17,3,3853.0,3563.0,2402.0,1368.0,991.0,356.0,628.0,337.0,418.0,501.0,1242.0,3095.0,18754.0,17,20470.0,20470.0,9760.6,4532.15,1926.0,6420.0,9144.5,13742.0,16975.0,2047.0,579.2,1843.0,1843.0,1843.0,1843.0,3686.0,1875.4,441.34,1265.0,1653.0,1875.0,2003.0,2905.0,2047.0,579.2,1843.0,1843.0,1843.0,1843.0,3686.0,88.0,29.0,1.9,41.7,3.14,28.0,0.9655,13.0,0.4639,28.0
Archer Heights,170315703004027.0,Residential,Single Family,7161.0,2973.0,2136.0,5480.0,4965.0,7474.0,10251.0,8685.0,4078.0,3204.0,4561.0,5562.0,66530.0,10,0,2297.0,2076.0,1448.0,870.0,498.0,226.0,264.0,239.0,219.0,349.0,793.0,1861.0,11140.0,10,10580.0,10580.0,6653.0,1523.77,4604.0,5694.0,6639.0,7984.0,9091.0,1058.0,0.0,1058.0,1058.0,1058.0,1058.0,1058.0,1114.0,322.36,629.0,911.0,1126.5,1180.0,1826.0,1058.0,0.0,1058.0,1058.0,1058.0,1058.0,1058.0,88.0,29.0,1.1,52.0,3.14,28.0,0.9655,13.0,0.4639,28.0
Archer Heights,170315703004028.0,Commercial,Commercial,201914.0,208749.0,227997.0,217334.0,218623.0,226355.0,227337.0,225844.0,214514.0,206255.0,211887.0,216885.0,2603694.0,Less than 4,1,41874.0,33404.0,26701.0,21324.0,20043.0,18390.0,17415.0,17709.0,18810.0,21777.0,25366.0,37893.0,300706.0,Less than 4,132300.0,132300.0,867898.0,785293.52,45010.0,45010.0,949452.0,1609232.0,1609232.0,44100.0,55313.56,9600.0,9600.0,14800.0,107900.0,107900.0,100235.3,106246.63,6585.0,6585.0,78427.0,215694.0,215694.0,44100.0,55313.56,9600.0,9600.0,14800.0,107900.0,107900.0,0.0,0.0,1.0,48.67,0.0,0.0,,0.0,,0.0
Armour Square,170318411003019.0,Residential,Single Family,1931.0,1447.0,1194.0,1646.0,1921.0,2016.0,4221.0,3145.0,2265.0,1748.0,907.0,1953.0,24394.0,5,0,718.0,,982.0,149.0,104.0,90.0,77.0,80.0,76.0,87.0,319.0,729.0,3411.0,5,1120.0,1120.0,24394.0,,24394.0,24394.0,24394.0,24394.0,24394.0,1120.0,,1120.0,1120.0,1120.0,1120.0,1120.0,3411.0,,3411.0,3411.0,3411.0,3411.0,3411.0,1120.0,,1120.0,1120.0,1120.0,1120.0,1120.0,122.0,35.0,1.0,0.0,3.49,35.0,1.0,10.0,0.286,35.0
Archer Heights,170315703004031.0,Commercial,Commercial,1429.0,839.0,479.0,710.0,1169.0,1554.0,1734.0,1455.0,793.0,457.0,602.0,691.0,11912.0,Less than 4,1,163.0,112.0,91.0,52.0,32.0,29.0,34.0,30.0,27.0,30.0,40.0,156.0,796.0,Less than 4,5008.0,5008.0,11912.0,,11912.0,11912.0,11912.0,11912.0,11912.0,5008.0,,5008.0,5008.0,5008.0,5008.0,5008.0,796.0,,796.0,796.0,796.0,796.0,796.0,5008.0,,5008.0,5008.0,5008.0,5008.0,5008.0,10.0,5.0,1.0,58.0,2.5,4.0,0.8,3.0,0.75,4.0
Auburn Gresham,170317102004009.0,Residential,Multi 7+,944.0,1095.0,1350.0,1233.0,1207.0,1682.0,2628.0,4098.0,3208.0,856.0,791.0,996.0,20088.0,6,10,1778.0,1653.0,1250.0,544.0,518.0,168.0,152.0,144.0,156.0,250.0,773.0,1510.0,8896.0,9,,8468.0,6696.0,2881.4,5005.0,5005.0,5060.0,10023.0,10023.0,,,,,,,,2224.0,4291.46,33.0,63.5,101.0,4384.5,8661.0,8468.0,,8468.0,8468.0,8468.0,8468.0,8468.0,48.0,14.0,2.0,91.0,3.43,14.0,1.0,7.0,0.5,14.0
Archer Heights,170315703004031.0,Commercial,Multi < 7,3130.0,3352.0,3103.0,3382.0,4466.0,6437.0,7601.0,6492.0,3874.0,3158.0,3237.0,3576.0,51808.0,6,0,843.0,739.0,745.0,263.0,118.0,80.0,73.0,73.0,63.0,78.0,203.0,655.0,3933.0,Less than 4,3600.0,3600.0,51808.0,,51808.0,51808.0,51808.0,51808.0,51808.0,3600.0,,3600.0,3600.0,3600.0,3600.0,3600.0,1966.5,1653.92,797.0,797.0,1966.5,3136.0,3136.0,3600.0,,3600.0,3600.0,3600.0,3600.0,3600.0,10.0,5.0,2.0,43.0,2.5,4.0,0.8,3.0,0.75,4.0
Archer Heights,170315703004031.0,Residential,Multi < 7,506.0,332.0,238.0,814.0,568.0,708.0,759.0,623.0,396.0,409.0,406.0,399.0,6158.0,Less than 4,0,263.0,281.0,195.0,120.0,75.0,51.0,40.0,33.0,30.0,33.0,73.0,240.0,1434.0,Less than 4,2498.0,2498.0,6158.0,,6158.0,6158.0,6158.0,6158.0,6158.0,2498.0,,2498.0,2498.0,2498.0,2498.0,2498.0,1434.0,,1434.0,1434.0,1434.0,1434.0,1434.0,2498.0,,2498.0,2498.0,2498.0,2498.0,2498.0,10.0,5.0,2.0,51.0,2.5,4.0,0.8,3.0,0.75,4.0
Archer Heights,170315703004031.0,Residential,Single Family,14882.0,11646.0,10018.0,13995.0,14498.0,20570.0,24591.0,21638.0,14761.0,10932.0,14592.0,18844.0,190967.0,17,3,5605.0,3681.0,3960.0,1469.0,2280.0,533.0,1808.0,406.0,1668.0,540.0,2617.0,3269.0,27836.0,17,17191.0,16908.0,13640.5,16212.28,986.0,5504.0,10699.0,13816.0,67103.0,1227.93,518.74,500.0,920.0,1137.0,1408.0,2268.0,1988.29,2160.05,761.0,1157.0,1388.5,1898.0,9302.0,1207.71,530.94,500.0,846.0,1137.0,1408.0,2268.0,10.0,5.0,1.27,82.67,2.5,4.0,0.8,3.0,0.75,4.0
Archer Heights,170315704001000.0,Commercial,Commercial,10365.0,9305.0,8576.0,8066.0,8570.0,6816.0,8624.0,8587.0,5909.0,6652.0,8006.0,13522.0,102998.0,Less than 4,0,1221.0,1186.0,630.0,222.0,88.0,17.0,16.0,15.0,16.0,32.0,111.0,1101.0,4655.0,Less than 4,11100.0,11100.0,51499.0,4719.23,48162.0,48162.0,51499.0,54836.0,54836.0,5550.0,6293.25,1100.0,1100.0,5550.0,10000.0,10000.0,2327.5,1907.07,979.0,979.0,2327.5,3676.0,3676.0,5550.0,6293.25,1100.0,1100.0,5550.0,10000.0,10000.0,4.0,1.0,1.0,36.0,4.0,1.0,1.0,1.0,1.0,1.0
Archer Heights,170315704001000.0,Residential,Single Family,14147.0,12964.0,11784.0,10458.0,13168.0,13784.0,14670.0,14781.0,11445.0,11037.0,13202.0,15353.0,156793.0,4,0,586.0,589.0,301.0,204.0,130.0,111.0,85.0,83.0,80.0,89.0,180.0,542.0,2980.0,4,2544.0,2544.0,78396.5,81564.06,20722.0,20722.0,78396.5,136071.0,136071.0,1272.0,950.35,600.0,600.0,1272.0,1944.0,1944.0,1490.0,1279.86,585.0,585.0,1490.0,2395.0,2395.0,1272.0,950.35,600.0,600.0,1272.0,1944.0,1944.0,4.0,1.0,1.0,88.0,4.0,1.0,1.0,1.0,1.0,1.0
